Construction year,Covered parking spaces,Outdoor parking spaces,Living area,Living room,Dining room,Kitchen type,Bedrooms,Dressing room,Bathrooms,Toilets,Office,Furnished,TV cable,Surface of the plot,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Garden,Garden orientation,Terrace,price,zipcode,Available as of,Available date,Neighbourhood or locality,Floor,Number of floors,Building condition,Number of frontages,Surroundings type,Living room surface,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Basement,Terrace surface,Bedroom 3 surface,Armored door,Office surface,Street frontage width,Shower rooms,Primary energy consumption,Energy class,Unnamed: 47,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Planning permission obtained,Extra information,Virtual visit,Elevator,Accessible for disabled people,Intercom,Swimming pool,Tenement building,Address,Website,Flood zone type,Attic,Width of the lot on the street,Property name,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Bedroom 4 surface,Professional space surface,Garden surface,How many fireplaces?,Basement surface,Attic surface,Bedroom 5 surface,Visio phone,Laundry room,Professional space,As built plan,Heating type,Double glazing,Obligation to build,Terrace orientation,Number of annexes,Secure access / alarm,Jacuzzi,Sauna,External reference,Total ground floor buildable,Isolated,Caretaker,Air conditioning,Internet
1,13,1955,1,1110,No,697,Yes,South West,2,Good,Urban,Urban,32,65,6,After signing the deed,September 1 2022 - 12:00 AM,1923,9,9,45,USA installed,3,"€140,000",3800,Yes,3,3,2,No,3,13,1,Yes,,Cicindriawijk I,1981,2,Semi equipped,1,As new,Yes,16,4,Non flood zone,To be defined,1955,Good,11 m,2,1,After signing the deed,2,2000,1,6,Good,15 kg CO₂/m²,To be defined,Bruxelles (19 communes),19,150,Semi equipped,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,,,,,,
2,1,1955,No,1110,No,,Urban,South West,130,23,Urban,Semi equipped,32,65,6,After signing the deed,September 1 2022 - 12:00 AM,1923,9,9,45,USA installed,3,"€185,000",3800,Yes,3,3,2,No,15,1,Yes,336,Yes,Cicindriawijk I,1981,2,15,1,As new,Yes,11,4,Non flood zone,To be defined,1955,Good,11 m,2,1,After signing the deed,2,2000,1,6,Good,15 kg CO₂/m²,To be defined,Bruxelles (19 communes),19,150,Semi equipped,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,,,,,,
1,1,1955,No,1110,No,11,1995,South West,49,29,Urban,7,32,1,6,After signing the deed,September 1 2022 - 12:00 AM,1923,9,No,45,USA installed,3,"€189,000",9040,Yes,3,3,2,No,1,1,No,No,Yes,As new,Urban,USA installed,15,1,As new,Yes,11,4,Non flood zone,To be defined,1955,Good,11 m,2,1,After signing the deed,2,2000,1,6,Good,15 kg CO₂/m²,To be defined,Bruxelles (19 communes),19,150,10,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,,,,,,
1,No,1955,1,1110,No,11,90,No,49,Connected,Urban,Yes,South East,24,6,After signing the deed,September 1 2022 - 12:00 AM,1923,9,No,45,USA installed,3,"€299,000",9040,Yes,3,3,2,No,11,1,1,No,No,No,No,USA installed,21,Yes,Yes,Yes,20,,Non flood zone,To be defined,1955,Good,11 m,2,1,After signing the deed,2,2000,1,6,Good,15 kg CO₂/m²,To be defined,Bruxelles (19 communes),19,150,10,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,,,,,,
1,No,1955,1,1110,No,Yes,No,No,No,No,No,6,South East,24,To renovate,115,26,Semi equipped,3,14,14,10,3,"€261,000",9040,Yes,3,3,2,No,1,1,1,10,No,No,64,USA installed,No,No,Yes,Connected,20,,Non flood zone,To be defined,1955,Good,11 m,2,1,After signing the deed,2,2000,1,6,Good,15 kg CO₂/m²,To be defined,Bruxelles (19 communes),19,150,13,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,,,,,,
18,No,1955,Yes,1110,No,Yes,No,No,No,No,No,6,1,Good,2,1,119,43,Installed,8,14,10,3,"€224,000",2830,Yes,3,3,17,No,1,1,1,10,No,No,64,USA installed,2,No,2001,Connected,20,,Non flood zone,To be defined,1955,Good,11 m,2,1,After signing the deed,2,2000,1,6,Good,15 kg CO₂/m²,To be defined,Bruxelles (19 communes),19,150,13,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,,,,,,
18,No,1955,Yes,1110,No,Not specified,Not specified,No,,Grote Markt 16,No,,1,Good,2,1,119,43,Installed,8,14,10,D2850-21035,"€340,000",2850,Yes,3,3,17,No,1,1,1,Not specified,Not specified,Not specified,No,USA installed,2,No,2001,Connected,20,,Non flood zone,To be defined,1955,Good,11 m,2,1,After signing the deed,2,2000,1,6,Good,15 kg CO₂/m²,To be defined,Bruxelles (19 communes),19,150,13,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,,,,,,
18,No,1955,Yes,1110,No,Not specified,Not specified,No,,Grote Markt 16,No,,1,Good,2,1,119,43,Installed,8,14,10,D2850-21035,"€354,500",1420,Not specified,71,Non flood zone,17,No,1,1,1,Not specified,Not specified,Not specified,No,USA installed,2,No,2001,Connected,20,,At delivery,December 1 2023 - 12:00 AM,1955,Brabant Wallon,2,,1,After signing the deed,2,2000,1,6,Good,15,A+,Not specified,19,150,13,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,,,,,
40,1231,1955,,1110,No,Yes,420,No,South,37,No,,1,Good,2,1,119,43,Installed,8,14,10,D2850-21035,Make,4480,Not specified,71,Non flood zone,17,No,Yes,No,1,Not specified,Not specified,Not specified,No,USA installed,2,No,2001,Connected,Yes,,20 m,4,2,223,Installed,3,1,After signing the deed,Good,2000,1,6,Good,15,A+,Not specified,1,150,13,1,Urban,,140,,1970,Semi equipped,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
Yes,22,15,2,1110,Yes,Yes,,No,1300,37,1979,12 m,1,4,2,1,119,43,Installed,4,14,,D2850-21035,"€535,000",1470,29,71,Non flood zone,17,No,USA hyper equipped,2,1,5,1900,Not connected,No,As new,155,No,2001,To be defined,16,35,20 m,4,2,223,Installed,3,1,After signing the deed,1,2000,1,6,Good,15,A+,Not specified,1,150,2,1,Urban,,140,,1970,Countryside,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
USA hyper equipped,1,Yes,Yes,1110,Yes,Yes,Yes,No,Yes,After signing the deed,bruxelles,12 m,2022,3,2,1,119,43,40 m,3,14,,D2850-21035,"€259,000",1090,Isolated,79,38,17,1,16,1,No,Yes,1900,Yes,No,As new,11,No,2001,July 1 2022 - 12:00 AM,1,No,20 m,4,2,223,Installed,3,1,After signing the deed,1,2000,1,6,Good,15,A+,Not specified,1,150,As new,1,Urban,,140,,1970,11,12,15,Yes,Connected,2019,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
USA hyper equipped,2,2,Yes,1110,Yes,Yes,82,No,Yes,After signing the deed,bruxelles,bruxelles,2022,3,2,1,119,43,40 m,3,14,,D2850-21035,"€461,900",1090,Isolated,115,30,17,3,16,12,2,No,1900,15,No,July 1 2022 - 12:00 AM,11,No,3,July 1 2022 - 12:00 AM,12,No,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,150,As new,1,Urban,,140,,1970,11,12,15,Yes,Connected,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
USA hyper equipped,2,2,Yes,1110,Yes,Yes,6,No,bruxelles,3,bruxelles,40 m,2022,3,2,1,119,43,40 m,3,14,,D2850-21035,"€480,500",1090,Isolated,150,70,17,3,15,12,2,No,1900,15,After signing the deed,As new,11,July 1 2022 - 12:00 AM,3,July 1 2022 - 12:00 AM,14,2022,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,150,As new,1,Urban,,140,,1970,11,12,15,Yes,Connected,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
5,13,13,2,1110,Yes,2,Yes,No,4,5,bruxelles,253,2022,3,2,1,119,43,40 m,3,14,,D2850-21035,"€695,000",1730,12,150,70,17,3,21,20,11,2,6,Yes,2578,Countryside,Hyper equipped,,68,July 1 2022 - 12:00 AM,14,2,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,150,As new,1,Urban,,140,2578,1970,11,12,15,Yes,Yes,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
5,13,14,2,1110,Yes,3,Yes,No,,Yes,30,253,2022,1,2,1,119,43,40 m,3,14,,50,Make,1390,Installed,15,70,17,3,10,14,23,2,10,10,Yes,Countryside,Hyper equipped,No,68,900,31,Connected,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,4,"Living area (residential, urban or rural)",1,Urban,,140,Yes,1970,290,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
No,13,14,2,1110,Yes,3,Yes,No,,Yes,30,1,Good,2,2,1,119,43,40,Semi equipped,14,,50,"€325,000",8400,1,15,70,20,3,10,14,23,2,10,10,Yes,1963,1,No,68,900,31,Connected,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
USA hyper equipped,13,2,2,1110,No,Yes,16,No,As new,2,30,1,Good,2,2,1,119,43,40,Semi equipped,14,,50,"€374,000",1140,106,31,Yes,3,14,12,9,1,Yes,10,10,Yes,1963,Urban,No,68,900,31,Connected,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
30,1,2,11,1110,No,Yes,Yes,No,1972,10,30,8 m,Good,2,2,1,119,43,40,Semi equipped,14,,50,"€249,000",1080,Countryside,,101,Hyper equipped,11,2,16,1,Yes,No,11,May 31 2022 - 12:00 AM,As new,1,Bruxelles Nord,2,900,18,7,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
16,No,2,Yes,1110,No,Yes,Yes,No,1956,10,1,33,Good,2,2,1,119,43,40,Semi equipped,14,,50,"€285,000",2050,2,,101,10,1,1,16,1,9,No,11,After signing the deed,97,10,Bruxelles Nord,Installed,As new,18,10,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
Hyper equipped,No,1,Yes,1110,No,Yes,2012,No,Good,30 m,1,2,Good,2,2,1,119,43,40,Semi equipped,14,,50,"€290,000",1030,84,,25,8,2,13,1,1,No,6,5,7,97,Urban,Bruxelles Nord,1,As new,14,10,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
1,South East,1,Yes,1110,No,Yes,After signing the deed,No,2,4,1,1,Good,2,2,1,119,43,40,Semi equipped,14,,50,"€298,000",3070,2,,25,1,Yes,No,Yes,1,No,6,1980,2,2,Installed,Bruxelles Nord,93,As new,14,Good,20 m,4,2,223,Installed,3,1,After signing the deed,1,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
20,South East,After signing the deed,6,No,No,10,1,No,3,As new,1,,Good,2,2,1,119,43,40,Semi equipped,111,Yes,50,Make,6700,Hyper equipped,,3,7,10,1,Yes,1,No,6,1980,2,Urban,Installed,Bruxelles Nord,93,As new,14,Good,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,15,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
13,South East,After signing the deed,1,5,No,Yes,230,No,2,230,1,Hyper equipped,Good,2,2,1,119,43,40,Semi equipped,111,Yes,50,"€930,000",1000,15,14,3,7,10,12,11,4,No,6,20,1800,Urban,5,As new,93,As new,14,Isolated,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Yes,After signing the deed,3,12,Yes,Yes,1485,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
10,South East,After signing the deed,10,5,5,14,No,No,111,Urban,1,850,Good,35,2,1,119,43,40,Semi equipped,111,Yes,50,"€1,995,000",1060,Not installed,5,15,7,10,10,10,10,10,Yes,Yes,408,Urban,Yes,,93,As new,14,2,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,129,1,Urban,,140,Connected,After signing the deed,3,12,Yes,Yes,Yes,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
USA hyper equipped,15,After signing the deed,14,5,2,4,No,87,111,Fernand Cocq,1,999,5,Just renovated,2,1,119,43,1,277,111,Yes,50,"€2,250,000",1050,Yes,5,1,20,4,32,15,10,No,Yes,Yes,No,2018,Yes,Yes,93,As new,14,After signing the deed,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,4,1,Urban,,140,Yes,After signing the deed,78,1,Yes,Yes,Yes,11,35,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,1,Yes,No,5,2,Yes,North,87,After signing the deed,Good,4,5,35,Just renovated,2,1,119,43,1,277,111,Yes,50,"€285,000",9500,8,5,1,20,4,14,1,10,2020,Yes,30,No,3,Installed,Yes,95,As new,14,1969,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,4,1,Urban,,140,Yes,After signing the deed,78,1,Yes,Yes,Yes,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,1,Yes,No,5,2,Yes,North,87,1969,Good,4,4,35,3,2,1,119,43,1,5,95,35,50,"€285,000",9500,8,5,1,20,4,14,1,10,2020,Yes,30,After signing the deed,10 m,Installed,Yes,95,As new,14,1969,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,4,1,Urban,,140,Yes,After signing the deed,78,1,Yes,Yes,Yes,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,1,Yes,No,5,2,Yes,North,87,1969,Good,4,4,35,3,2,1,119,43,1,5,95,35,50,"€285,000",9500,8,5,1,20,4,14,1,10,2020,Yes,30,After signing the deed,10 m,Installed,Yes,95,As new,14,1969,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,4,1,Urban,,140,Yes,After signing the deed,78,1,Yes,Yes,Yes,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,19,20,1,5,No,559,Not connected,87,April 1 2022 - 12:00 AM,Good,4,4,35,1,2,1,119,43,1,1,Isolated,140,50,"€345,000",1390,Yes,Semi equipped,1,20,4,20,10,1,Yes,,No,Yes,14 m,19,Yes,95,As new,3,1969,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,4,1,Urban,,140,Yes,After signing the deed,78,1,Yes,Yes,Yes,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
3,12,20,40,5,No,No,150,87,October 1 2022 - 12:00 AM,Brabant flamand,4,Good,35,2,2,1,119,43,Urban,,Isolated,140,140,"€425,000",1800,30,Installed,9,20,4,8,10,1,18,252,15,Yes,1991,19,To be defined,95,As new,3,1969,20 m,4,2,223,Installed,3,1,After signing the deed,2,3,As new,40 m,11,15,A+,Not specified,1,4,1,1,Urban,,140,Yes,After signing the deed,78,1,Yes,Yes,Yes,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
Hyper equipped,22,14,Yes,No,No,2800,Not connected,87,1994,As new,4,2,35,4,2,1,119,43,Urban,,Isolated,140,140,Make,4520,250,Yes,9,20,4,6,13,2,18,252,No,2000,1991,,15,95,As new,13,1969,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,4,1,1,Urban,,140,Yes,After signing the deed,Isolated,1,15 m,4,Yes,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
32,17,20,2,No,No,20,50,87,,Connected,Yes,4,35,2,2,1,119,43,8,"Living area (residential, urban or rural)",Isolated,140,140,"€625,000",3140,USA installed,Yes,9,20,4,5,18,14,3,Yes,Yes,Yes,17 m,70,No,95,No,20,1969,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,4,1,1,Urban,,140,Yes,After signing the deed,325,1,15 m,4,1889,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
32,17,2,8,No,No,Yes,25,87,Yes,400,Yes,8.7 m,4,2,2,1,119,43,USA hyper equipped,5,Isolated,140,28,Make,1640,12,Yes,12,20,4,35,2,14,3,Yes,No,Yes,Zone Waterloo-BLA-Lasne-Rhode-Alsemberg,70,506,95,50,14,1969,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,As new,202,1,Urban,,140,,After signing the deed,325,1,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,1767,2,,No,No,30,25,87,Yes,400,After signing the deed,Good,14 m,4,2,1,119,43,350,50,Isolated,140,28,"€980,000",3070,4,Yes,12,20,4,2,No,14,700,Yes,No,Yes,Zone Waterloo-BLA-Lasne-Rhode-Alsemberg,Installed,506,95,50,Yes,1969,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,As new,1,1,Urban,,140,,1954,1,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,No,2,No,No,No,30,Connected,No,300,20,South,3,14 m,1,2,1,119,43,350,50,Isolated,58,28,"€990,000",1150,4,Yes,No,20,4,3,Yes,No,543,Yes,No,Yes,7.2 m,4,506,95,50,No,1969,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,As new,"Living area (residential, urban or rural)",1,Urban,,140,,1954,270,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,1,Good,No,6,7,32 kg CO₂/m²,1,,,,
Yes,Yes,2,No,No,No,30,Connected,No,300,20,South,1977,4,1,2,1,119,43,1,99,Isolated,58,28,"€365,000",1330,Yes,Yes,No,20,4,460,Connected,No,543,Yes,No,Yes,After signing the deed,1,506,To renovate,50,No,1969,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,As new,"Living area (residential, urban or rural)",1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
14,1,1955,1,No,No,748,Yes,No,1,20,Urban,1977,32,Semi equipped,2,1,119,43,9,99,Isolated,58,3,"€389,000",3500,Yes,Yes,No,20,4,14,10,1,No,,5,Yes,After signing the deed,1,506,To renovate,50,No,1969,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,"Living area (residential, urban or rural)",1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
14,13,1955,1,No,No,697,Yes,No,17 m,1,Urban,Countryside,32,155,2,1,119,43,9,Yes,Isolated,58,3,"€199,000",3740,Yes,Yes,No,20,4,4,13,1,Yes,,5,1958,After signing the deed,Semi equipped,To renovate,To renovate,50,16,4,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,28,1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
1,13,1955,1,No,No,697,Yes,No,2,Good,Urban,Urban,32,65,2,1,119,43,9,9,Isolated,58,3,"€140,000",3800,Yes,Yes,No,2,No,3,13,1,Yes,,Cicindriawijk I,1981,2,Semi equipped,1,To renovate,50,16,4,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,Semi equipped,1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
2,1,1955,No,No,No,,Urban,No,130,23,Urban,Semi equipped,32,65,2,1,119,43,9,9,Isolated,58,3,"€185,000",3800,Yes,Yes,No,2,No,15,1,Yes,336,Yes,Cicindriawijk I,1981,2,15,1,To renovate,50,11,4,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,Semi equipped,1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
1,1,1955,No,No,No,11,1995,No,49,29,Urban,7,32,1,2,1,119,43,9,No,Isolated,58,3,"€189,000",9040,Yes,Yes,No,2,No,1,1,No,No,Yes,As new,Urban,USA installed,15,1,To renovate,50,11,4,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,10,1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
1,No,1955,1,No,No,11,90,No,49,Connected,Urban,Yes,South East,24,2,1,119,43,9,No,Isolated,58,3,"€299,000",9040,Yes,Yes,No,2,No,11,1,1,No,No,No,No,USA installed,21,Yes,Yes,50,20,,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,10,1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
1,No,1955,1,No,No,Yes,No,No,No,No,No,6,South East,24,To renovate,115,26,Semi equipped,3,14,14,10,3,"€261,000",9040,Yes,Yes,No,2,No,1,1,1,10,No,No,64,USA installed,No,No,Yes,Connected,20,,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,13,1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
38,27,77,17,No,5,Yes,Yes,No,No,No,No,6,December 31 2021 - 12:00 AM,Brabant Wallon,1960,Good,4,5,5,Isolated,14,10,3,"€1,300,000",1440,40,Yes,USA hyper equipped,2,No,7,21,16,7,No,5000,Yes,USA installed,480,134,After signing the deed,Connected,20,,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,13,1,Urban,,140,,1954,2,South West,15 m,4,Connected,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
USA hyper equipped,1,Yes,Yes,No,5,10,Yes,No,bruxelles,2022,3,As new,December 31 2021 - 12:00 AM,3,1960,Good,4,5,5,11,14,10,3,"€337,900",1090,Isolated,99,30,2,1,16,1,No,42,No,5000,Yes,USA installed,11,134,40 m,Connected,1,,20 m,4,2,223,Installed,3,1,After signing the deed,3,3,As new,40 m,11,15,A+,Not specified,1,150,13,1,Urban,,140,After signing the deed,1954,2,South West,15 m,4,July 1 2022 - 12:00 AM,11,10 m,After signing the deed,Bruxelles (19 communes),1,2,,No,Good,No,6,7,32 kg CO₂/m²,1,,,,
